#chr	start	end	id	gid	strd	C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C016	C017	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	T001	T002	T003	T004	T005	T006	T007	T008	T009	T010	T011	T013	T014	T015	T016	T017	T018	T019	T020	T022	T023	T024	T026	T028	T029	T030	T031	T032	T033	T034	T035	T036	T037	T038	T039	T040	T041	T042	T043	T044	T045	T046	T047	T048	T049	T050	T051	T052	T053	T054	T055	T056	T057	T058	T059	T060	T061	T062	T063	T064
3	104538207	104538208	NA	ENSBTAG00000020745	NA	0.165501	0.488176	-0.209309	1.57156	0.156141	-0.719651	0.355847	0.649225	-0.700192	0.102065	0.251592	0.0703752	-0.065446	0.213053	-0.516599	-0.589518	0.625839	-0.398115	0.811197	-0.961893	-0.53006	0.0616961	-0.325734	0.36457	0.706889	-0.661297	-0.0816265	-0.399665	-0.496163	0.141585	-0.346446	0.593585	0.106832	-0.011103	-0.0752446	0.822052	-0.526819	0.184994	0.177635	-0.133055	0.112515	0.314655	-0.0833268	-0.323851	0.0539155	-0.767216	0.119353	-0.337438	-0.248513	0.968301	0.126356	0.245678	0.198297	-0.515557	0.316603	-1.23462	0.808254	0.388046	-0.00764001	-0.0973059	-0.316913	-0.691019	0.0989499	-0.389527	0.30647	0.0849261	-0.0780501	-0.38024	-0.504713	0.29016	0.136792	-0.329586	0.773053	1.18524	0.542095	-0.314204	-0.0544905	0.285048	-0.248891	-0.00941077	-0.356508	-0.105635	-0.918379	-0.152399	-0.00369733	-0.142075	0.576696	0.198881	-0.00394524	0.625361	-1.0195	-0.165226	-0.145141	0.30288	0.209479	-0.111815	-1.00017	0.460213	-0.11543	-0.165978	-0.0133425	-0.389465	0.168322	-0.14802	-0.798584	0.636553	0.205784	-0.825427	0.966453	0.321456	0.375278	-0.0328387	-1.08191	0.0791081	-0.358014	0.240438	-0.114398	0.307292	0.130052	0.348476	0.763896	-0.0564523	0.0130614
3	104836691	104836692	NA	ENSBTAG00000024115	NA	1.13417	-0.260691	-0.151963	-0.0186418	0.371418	-0.459276	-0.142728	0.0996827	0.0987676	0.657481	0.0728277	-0.338141	0.556238	-1.05425	0.614356	-0.152787	0.122275	0.215499	-0.0326928	0.759631	-0.250138	-0.145697	0.299606	-0.286488	-0.264282	-0.297963	-0.484376	0.422439	0.778527	-0.0881277	-0.00337859	-1.13085	-0.243138	0.854646	-0.112538	-0.147798	-0.28295	-0.324238	-0.419761	-0.471631	0.873864	-0.56076	-0.668722	-0.555164	0.750226	0.278337	0.801835	-0.441203	-0.298249	-1.09998	0.117691	0.153083	0.762206	0.608108	-0.622714	0.859516	0.0540869	-0.760714	-1.22318	0.236503	1.06641	0.250823	-0.0750383	-0.033764	-0.555308	0.769999	-0.334582	0.940245	0.10584	1.1399	0.766807	-0.457553	1.08931	-0.0519473	-1.00652	0.321492	-0.484634	-0.633156	0.0299926	-0.673467	0.387633	1.00469	-0.268517	0.731216	0.743626	-0.570891	-0.361566	-1.45394	-1.00652	0.0356092	0.304483	0.204765	-0.283535	0.310942	-1.33392	-0.0843448	0.523317	-0.415142	-0.0831628	-0.784829	0.288673	0.413155	-0.106837	0.0167774	-0.63937	-0.251782	-0.3353	0.320937	-0.39402	0.183704	0.461172	0.191576	-0.806512	0.580531	0.207582	-0.314469	-0.818433	1.08844	0.873659	0.526107	-0.103368	1.06007	-0.974875
3	104965052	104965053	NA	ENSBTAG00000001629	NA	-0.488685	0.545005	0.395386	0.844681	0.125121	0.715139	-0.629999	-0.148292	-0.505406	0.587844	0.485148	0.602987	-0.608219	0.914738	-0.0674643	-0.540149	0.319591	0.112612	-0.488647	-0.212128	0.319431	0.556528	0.0145438	0.695983	0.51785	-0.220659	-1.00773	0.0835438	0.0163388	-0.464	-0.209104	-0.975142	-0.401042	-0.521968	-0.00383201	0.246449	-0.277845	0.340787	-0.254317	0.62172	0.52136	-0.592977	-0.134118	-0.620304	-0.900754	-0.261574	-0.660225	0.266846	-0.179146	0.215465	1.23105	0.0763922	0.117335	-0.465952	-0.949286	-0.284217	-0.135004	0.175541	0.343576	-0.769344	1.28591	0.525048	0.157581	0.300033	-0.0140565	0.0705638	-0.662856	-0.363583	-0.180884	0.0185332	0.413996	-0.198841	-0.831846	-0.211737	-0.029686	0.0390034	-0.728339	-0.346655	0.650882	0.0506402	1.07309	0.477543	-0.560842	-0.612385	-1.00368	-0.144316	0.938722	-0.330528	0.842232	-0.348251	0.202477	0.0834466	0.456836	0.740566	-0.2531	-0.97114	-1.07222	1.00569	-0.717564	0.0164808	0.105405	0.25352	-0.134997	1.43088	-0.0216549	-0.0568814	0.783926	-0.456922	0.325279	1.51804	-0.624256	-0.0270409	-0.608033	0.701838	-0.58476	-0.285623	0.941758	0.324896	-0.716622	0.260377	-1.28893	0.235686	0.125884
3	105195222	105195223	NA	ENSBTAG00000001628	NA	-0.188238	-0.238599	-0.475555	-0.0258564	-1.46193	0.78813	-0.114426	0.368875	-0.328327	0.0709072	-1.10722	-0.341691	-0.0897405	-0.296913	0.280725	-0.198212	-0.573914	0.00609909	0.0687972	0.172343	-1.20379	1.54576	-0.570755	0.979495	-0.567501	0.206104	-1.00367	1.27473	0.377776	0.104442	0.0828916	-0.884338	0.644759	-0.0281479	0.989182	1.48678	-0.124524	-0.182902	0.117927	2.31685	-1.15874	0.624775	0.163474	0.229125	0.151495	2.09989	1.98334	-1.54965	-0.600949	1.08034	-0.628261	-0.0599969	-1.15263	-0.940704	-0.680886	0.826796	-1.06733	-0.388721	-0.343448	-1.01199	0.809563	-0.533106	0.27128	0.532627	0.985555	0.0127502	-0.593903	-1.47993	-1.92338	-0.0429709	-0.693704	0.616037	-0.10036	-1.04576	0.560681	1.04177	-0.704636	0.808472	0.156058	0.796471	0.210254	-0.0842529	-0.628026	-0.395019	-0.647626	-0.218608	1.40971	1.04108	-1.0183	0.385545	-0.074926	0.146348	0.976824	-0.375028	-0.675738	-0.467706	-0.032777	0.425248	-0.429748	0.000351276	0.939213	1.34413	0.328	0.284995	0.605324	0.15406	-1.11726	-0.753503	-0.548056	0.881631	0.180654	0.686104	0.818858	-1.53955	-0.958506	-0.00538278	0.0758919	-0.44256	0.166961	0.99643	-1.05641	0.257996	0.22761
3	105280145	105280146	NA	ENSBTAG00000001626	NA	1.25842	0.428311	-2.20841	0.566379	0.549982	-0.767589	0.829143	-1.5293	0.103016	-0.25406	-0.259019	-1.14081	0.25419	-1.14425	0.582731	-1.1886	0.0975227	0.304481	1.27877	0.431946	-0.0808093	0.347014	0.613305	-0.920969	-1.28896	0.29722	-0.181109	-1.0601	-1.08006	1.11486	2.02552	-0.00345055	1.42906	0.280088	0.211053	0.713687	-0.614911	-0.0432968	0.322196	1.01558	-0.0687261	0.255007	-1.61489	-0.71448	0.0802109	1.03707	1.08201	0.926222	-0.253327	0.496479	-0.576826	-0.263745	-0.20128	-0.0985849	0.166985	-0.555473	0.593136	-1.23783	-0.553576	0.374732	0.212203	-0.18205	-0.192024	-0.212139	-0.587304	0.64933	-0.280938	-0.131672	0.0101275	-0.398747	1.06329	-0.610873	2.12001	0.37852	-0.554163	0.64721	-0.0833559	0.0951384	0.661001	-0.874371	1.0874	-0.281072	0.520735	-0.142499	-0.983671	-1.22881	1.09009	-0.71328	-1.77428	-0.475635	-0.562349	0.498224	-0.134412	-0.465159	0.204463	0.715034	0.375505	0.129779	-0.342682	0.230127	0.169961	-0.734195	0.675659	-0.566161	-0.546229	-0.24203	0.251809	-0.0869277	1.00501	0.941063	-0.742313	-0.0200015	-0.168004	-0.159947	-0.577124	0.61458	-0.0728991	0.359932	0.85223	0.404856	-0.794681	-0.358546	0.155393
3	105348796	105348797	NA	ENSBTAG00000015113	NA	-0.369579	0.284471	-0.301005	-0.525313	-0.25726	-0.3321	0.233915	0.531689	-0.729811	-0.380199	0.381508	-0.0126903	0.0224365	0.437126	0.582938	1.6568	1.39285	0.24688	-0.95088	-0.648447	0.0700326	0.864632	0.778586	0.0810002	-0.636311	-0.427576	-1.63067	0.198961	-0.695274	0.307144	1.01504	-1.18138	0.713972	-0.858811	-0.25205	-0.423837	0.16594	0.173481	-0.131444	0.147047	-1.1379	-0.584385	0.135814	0.513397	-0.0129561	-0.960226	-0.869929	0.569344	0.400185	-0.153005	-0.198162	-0.463887	0.937273	0.298472	0.199312	0.141375	0.333206	0.397218	-1.09899	0.773675	0.00849531	0.463101	0.76675	1.20027	-0.0177093	-1.06697	0.957136	0.642744	0.471075	0.443446	-0.0835353	-0.00106662	-0.432081	-1.26593	-0.30784	1.32933	0.163527	-0.766485	-0.663128	-0.127083	-1.44457	-0.0985837	-0.421309	0.0117934	0.638001	0.656963	1.30813	-0.488683	-0.302426	0.868107	0.225379	0.252162	1.33227	0.398549	0.425168	-1.34667	-1.76227	0.585924	0.708706	-1.31213	0.870956	-1.28189	0.00854682	0.820948	0.63017	0.331236	-0.681506	-0.156701	-0.971979	0.479547	0.899124	0.150251	-0.209981	0.421875	-0.115516	0.420591	-0.706608	-0.566865	-0.631434	-0.161754	-0.923005	-0.404971	1.06874
3	105433488	105433489	NA	ENSBTAG00000002644	NA	-0.809061	0.0459163	-1.31077	1.08989	0.379787	0.828643	0.250128	-0.575227	-0.404487	-0.483405	-0.0926738	0.497494	0.220692	-0.328716	0.299248	0.541985	-0.0817802	0.344424	-0.108902	0.231015	0.234277	0.214279	-0.953286	-0.994009	-0.430632	-0.273679	-0.412394	-0.0693571	-0.584336	-0.1091	0.424544	0.539575	1.26054	0.271101	-0.755289	-0.249574	1.12579	0.229771	-0.817679	-0.592006	-0.136734	0.288182	0.186405	-0.0742793	0.37845	0.875826	-0.391686	0.757188	-0.150319	-1.11749	0.237807	-0.134451	0.761136	0.303394	0.400056	0.21537	-0.11773	-0.22159	-0.33405	-0.781635	-0.0190584	0.0389808	0.4435	-0.248683	0.258268	0.0149995	0.470575	-0.425981	-0.237089	0.295024	0.934174	-0.378136	1.00197	-0.863683	0.975669	0.88886	-0.278417	-0.159159	-0.648056	0.120825	0.500929	0.230542	0.271722	0.118347	0.266813	0.100735	0.504814	-0.559004	0.211732	-0.953343	0.417611	-0.357776	0.83286	-0.5649	1.18762	-0.71814	-0.600065	0.0327213	-0.501426	0.0924043	-0.554462	0.869852	-0.193118	-0.387753	-0.353643	-0.704543	-0.356906	-0.278434	0.419922	0.359838	-0.460816	0.162726	-0.660064	-0.479161	0.0902799	1.09524	-0.309014	-0.230252	-0.526942	-0.634197	0.250853	-0.140108	0.785336
3	105510072	105510073	NA	ENSBTAG00000021943	NA	-0.453074	0.338643	-0.895743	0.247545	-0.478767	0.163106	0.318236	-0.157668	-0.186699	0.266712	0.208087	-0.238273	-0.482961	0.111218	0.409125	-0.581493	-0.0210204	-0.177636	0.0814247	0.469161	-0.0802838	0.460053	-1.27064	0.0393135	0.0471855	0.122089	0.231384	0.244818	0.177976	-0.683767	-0.423246	0.290623	-0.288672	0.301278	0.535743	0.216812	1.20574	0.346342	0.0659328	0.0152598	0.513342	-0.82067	0.113418	-0.317394	0.316326	0.502103	-0.687492	-0.429303	0.453334	-0.641624	-0.0360659	-0.0974621	-0.502422	-0.211688	0.0796197	-0.306168	0.109917	0.379979	0.449186	-0.237145	1.11325	-0.619046	0.382148	1.96765	-0.480032	0.467225	-0.377438	0.160625	-0.760771	-1.01899	0.980943	-1.14381	0.0315611	-0.325647	-0.121021	0.208087	-0.320867	0.220666	0.130882	0.89691	0.0726485	-0.0559417	-0.529724	0.0542213	-0.278642	-0.0482686	0.495784	0.172403	0.292123	-0.21905	0.0954415	0.082413	0.136695	0.114799	0.131569	0.267251	-0.450149	-0.290872	-0.142351	-0.563573	-0.725948	0.786573	0.510605	-0.235127	0.330267	-0.253073	-0.0208827	-0.341184	0.772528	-0.368314	-0.441288	0.492942	-0.2847	0.0201605	-0.143001	0.0294162	0.862446	0.0559726	-0.732795	0.416192	-0.383331	-0.155197	-0.0450163
3	105547551	105547552	NA	ENSBTAG00000018726	NA	-1.2055	-1.3537	1.21154	0.704417	0.606657	-0.866019	-0.221478	2.14198	-1.56494	0.664726	-0.241285	0.575493	1.3645	0.883986	-0.988855	-0.480865	-0.093425	0.344328	-0.926459	-0.578099	-0.548512	-0.0386641	-1.39102	0.276028	0.932868	-0.471643	1.88133	-0.115056	0.550439	-0.860289	-0.234525	0.134704	0.511202	-0.671809	-0.393231	0.395976	-0.128852	-0.856921	0.356064	0.548399	1.84364	0.784169	-1.13792	-0.629883	0.331285	0.273889	0.628405	0.0831935	-0.969419	1.11974	-0.121983	-0.941523	0.610884	-0.315315	0.0844751	-0.418706	0.465835	-0.937051	-0.155077	-0.701658	-0.128072	0.00724065	0.370363	-0.118756	-1.01531	-0.445423	0.397201	0.742963	0.000322042	0.747378	-0.670574	-0.0201553	0.041817	0.148137	0.106678	0.625652	0.525738	0.131617	-1.6839	0.0119941	-0.877405	0.0526815	0.773492	0.664889	0.817515	0.263933	1.4899	-0.507767	0.293447	0.334644	-0.371481	0.296586	-0.962475	-0.616092	-1.12049	0.205426	0.796904	0.465791	0.177026	0.112577	0.283917	0.0123832	-0.137534	0.904266	1.43001	0.937379	-1.6701	-1.08507	1.0028	-0.260133	-0.181563	0.609426	-0.401536	0.824801	0.248366	-1.14297	-0.0916929	-1.39408	-1.66112	-0.921805	0.383986	0.470243	0.0255512
3	105622275	105622276	NA	ENSBTAG00000000533	NA	0.498445	1.0269	-1.85386	-0.313068	-0.171735	-0.641552	-0.151197	-0.768439	0.60864	0.376215	0.678789	-0.184798	1.54782	0.648025	0.46406	-0.0113454	-0.313792	0.958722	-1.31741	-1.05989	0.012885	-0.218	-0.941135	-0.692767	-0.875757	-0.240015	-1.03628	-0.148626	-0.548091	0.273854	1.26762	1.53329	-0.561504	0.230379	0.150781	0.0100974	0.231556	1.03213	-1.99058	0.0089432	-0.458486	0.621798	0.14381	0.299789	0.578553	-0.808311	-0.399581	1.61686	-0.609994	-0.652523	0.132998	0.276777	1.0941	0.91419	-0.327273	-0.657066	0.307801	0.83795	-0.404752	-0.40024	0.694897	-0.642364	0.321777	-0.184727	-0.0487971	0.643234	0.998921	-0.423126	-0.719164	0.464719	-0.525062	1.45814	1.02324	-0.0073549	-0.107869	1.33288	-0.0492583	0.493699	-0.134712	-1.18988	0.286369	-0.880738	1.37946	1.28079	-1.47192	0.286559	0.879733	-1.73235	-0.0421008	-0.561265	-0.734402	1.25788	1.9518	-0.0319995	0.40837	-0.618895	-0.964603	-1.64982	-0.916795	0.856038	0.00767554	-0.669211	-0.414848	1.62082	-1.56139	-0.360993	-0.301621	-1.06908	-0.0970021	-0.928734	0.204191	1.22757	-1.24531	-0.93612	0.865166	1.12343	0.470415	-0.662408	0.473452	0.845643	-0.0591706	-1.25107	0.711598
3	105644309	105644310	NA	ENSBTAG00000000532	NA	-0.282326	0.162871	0.0955257	-0.387201	0.71189	-0.0146571	0.0184302	-0.523798	0.559045	0.186638	0.10707	-0.491898	0.371501	-0.67504	0.48284	0.492632	0.00657839	-0.557742	-0.348183	-0.0845261	0.211551	0.4716	0.21057	0.304116	0.28611	0.709597	1.21586	-0.640899	0.0719187	0.0888132	-0.638402	0.618116	-0.518415	-1.03867	-0.342164	0.848763	-0.472796	-0.475075	0.385815	-0.433525	0.716036	-0.768981	-0.993238	-0.837446	-0.0202293	0.834089	1.07233	1.16355	-0.849129	-0.69215	-0.185507	-1.268	0.79192	0.792334	-0.552756	-0.791304	-0.447167	0.470884	0.573386	-0.224956	0.352359	0.532761	-0.361325	-1.71961	-1.23433	0.281907	0.573947	-1.03662	-1.98875	0.318741	-0.0371634	-0.218011	0.545626	-0.619158	0.633147	1.50073	0.0439794	0.427017	-1.27903	-0.549566	-1.73744	0.328166	-0.243203	0.453104	-0.0660712	0.467695	0.613327	-0.497218	0.640274	0.313341	-0.536816	-0.290864	1.1289	0.693736	0.955143	-1.08169	-0.662028	0.607603	-0.328289	0.583252	0.141402	-0.85602	0.721345	1.8745	-0.808107	-1.29881	0.432494	0.403809	0.528155	0.186349	0.538039	-0.339043	-0.246864	-0.0520484	-0.896403	0.0931972	-0.790162	1.09576	1.0761	0.324366	-0.539624	0.811276	0.616511
3	105673150	105673151	NA	ENSBTAG00000039287	NA	-0.0568256	1.01869	-1.25593	0.598597	0.249529	-0.4274	0.347752	-1.27153	-0.731556	0.572362	-0.129977	0.265568	-0.61078	1.37026	0.655641	-0.808911	-0.464972	0.937643	-0.263529	-0.908741	-0.410239	-0.316468	-0.683297	0.00299026	0.461071	0.244784	0.307402	0.495808	0.453222	0.120833	-0.157035	-0.618856	-0.290142	-0.106767	0.311335	-0.0956034	-0.179636	0.107382	-1.17952	0.919874	0.892697	-0.194182	0.632044	-0.547304	0.584499	-0.710988	0.441211	1.9861	-0.644231	-0.881096	-1.40218	-0.9709	0.146311	-0.23049	0.414706	-0.827133	-0.0141598	1.976	0.867695	-0.18711	-0.697315	0.00267719	0.890117	-0.392037	0.982911	0.276899	-0.800447	-0.111852	-1.34894	0.221847	-0.483552	1.12832	-0.128575	0.364679	0.39985	0.676864	-0.638153	1.50052	-0.586285	0.713691	-0.716433	0.154174	0.131808	0.581078	-0.777606	0.622098	-0.934771	-0.685166	0.214955	0.0059899	-0.021974	0.233067	0.067922	-0.893906	0.576154	-0.37943	0.0109757	-1.00834	0.246613	0.753057	-0.714976	-0.784329	0.0613401	0.413998	0.327711	-0.666387	0.353987	-0.791052	0.415437	0.0925095	-0.210685	0.469442	-0.361632	-0.0680215	0.138593	0.528478	0.259751	-0.560781	0.1624	0.109869	0.316368	0.453346	0.0986258
3	105690893	105690894	NA	ENSBTAG00000054444	NA	-0.78926	0.822521	-0.911361	0.878539	-0.170387	-0.0569936	-0.384164	0.619232	0.203054	0.369734	0.198088	-0.300042	-0.920531	0.631073	0.771574	0.0120763	0.012555	0.80688	-1.66413	0.481674	-0.213696	-0.0713309	1.22402	-0.00973892	0.434291	-0.551028	1.37079	-0.167407	-0.861963	-0.542041	0.128203	0.782887	0.905089	-0.9506	0.663738	-2.33734	-0.938854	0.458196	-0.459326	0.360167	-0.890105	-0.726139	0.759131	-0.298575	0.285295	1.53426	-0.756177	-0.926408	0.19447	-0.955475	0.0916842	-0.838968	1.45779	-1.36138	0.276614	0.601076	-0.0774085	-0.874966	0.412431	-0.589147	-0.101638	1.10915	1.84031	-0.798803	0.0400887	0.457758	0.361768	0.571809	-0.0388319	0.373532	-0.76645	0.138784	0.35683	0.342853	-0.584443	-0.287835	-0.645479	0.157233	-0.677145	1.98388	0.567602	0.283197	0.500552	-0.305991	0.332086	0.755618	-0.459316	-1.17327	-0.673818	0.0136906	0.183843	-1.19786	-0.275648	-0.532967	0.678066	-0.00210171	1.04769	0.785182	-0.28356	-0.244327	-0.764899	-0.94335	0.475418	-1.62393	0.231581	1.16716	-0.823868	-0.839777	0.15229	0.169304	-0.516156	0.157571	-0.11257	1.531	0.0706571	-0.918019	0.176717	0.627384	1.38526	-0.229892	0.518393	-1.12003	0.245553
3	105757345	105757346	NA	ENSBTAG00000021922	NA	-0.264586	-0.238253	0.131731	0.00370726	1.05212	-0.0888105	0.321377	-0.411041	-0.186519	-0.467909	-0.334201	0.563725	-0.431465	0.461472	-0.233962	-0.300094	-0.412434	-0.380718	-0.469959	-0.0915678	0.388119	0.398719	0.325549	0.901554	-0.319334	-0.15564	-0.358692	-0.839802	0.251132	0.163487	-0.0785408	-0.481691	0.787182	-0.31997	0.186131	-0.0501502	0.146247	0.0160532	0.241565	-0.121645	0.183059	-0.430054	0.819532	0.71757	0.0127225	0.805554	0.337134	0.225183	0.132626	-0.582696	-0.0941124	0.0906135	-0.680931	0.390078	-0.659935	-0.0351387	0.0560677	-0.261192	-0.296035	-0.449887	0.430513	-0.498221	0.48467	-0.00448907	0.216083	-0.315028	0.420223	-0.0280903	0.0932501	0.228503	-0.11569	-0.1716	-0.139158	-0.0717913	-0.418107	-0.0984662	0.049785	0.35738	0.323545	0.380613	0.250998	-0.138676	0.40642	-0.0452785	0.337328	-0.0771377	0.213367	-0.429486	0.21521	-0.217425	0.0384479	-0.053117	0.133857	-0.167202	-0.0752066	-0.123526	-0.843056	0.369267	-0.238777	-0.253194	0.186511	0.788351	-0.295521	0.154555	-0.200664	-0.36414	-0.103075	-0.028706	-0.25453	0.0104062	0.091776	-0.306751	-1.01987	0.53882	0.897306	-0.138763	0.562495	0.427082	0.336706	-0.136201	-0.747086	-0.146544	-0.261937
3	105807210	105807211	NA	ENSBTAG00000020622	NA	-0.974289	-0.0282386	1.39204	0.237539	-0.191003	-0.336417	0.340414	-0.649223	0.53801	-0.665091	-0.320258	-0.243262	1.00819	0.392964	-0.512984	-0.847461	-0.826559	0.952622	1.19712	-0.900824	0.570823	0.731021	-0.122755	-1.00135	0.190678	-1.33084	1.54907	-0.173681	-1.09584	0.744915	0.967268	-0.0343749	-0.14304	-1.31756	1.90704	-0.838688	1.5677	-0.304084	-0.0364407	0.318006	1.01868	-0.591645	-0.181153	-1.96935	0.703157	-0.035202	-0.627263	-0.455276	0.907005	1.02655	-0.987124	0.740705	0.141225	-0.769913	-1.16134	-1.81407	1.46932	1.42978	0.543773	-0.00598113	-0.607811	-1.45946	0.974249	-0.729881	1.23308	0.264614	-0.99173	0.803328	-1.28722	-0.685443	0.468515	-0.805588	-0.0345849	-0.274372	0.676086	0.279189	0.370017	-0.0934147	-0.535741	1.08225	-1.54755	-0.803644	-0.122237	0.511724	0.332355	-0.439321	-0.370464	0.98121	-0.382566	0.372324	0.984026	-0.591403	-0.303014	0.144624	0.0174447	0.40571	-0.378554	1.09347	0.365593	0.538913	-0.913781	0.739071	2.01193	-1.03262	-0.203745	0.307594	0.392477	-0.45898	-0.10087	-0.437919	0.369155	-0.483398	0.89707	0.397538	-0.833662	-0.0527072	0.0125438	0.907426	-1.12766	0.121735	-0.804871	-0.748671	0.494597
3	105867156	105867157	NA	ENSBTAG00000044178	NA	0.406959	0.395343	-0.256802	-0.0290546	-0.218721	-0.773928	-0.295437	-1.919	0.738391	0.118834	0.0692486	-0.189602	-0.254802	0.150046	-1.11345	0.532055	-0.0672346	-0.708054	0.106196	0.0309636	0.29703	0.451283	1.12574	-0.725863	0.287056	-0.611169	0.278397	-1.01953	-0.0704613	0.917872	0.0550301	1.25534	0.238715	0.637169	0.573833	-0.216812	0.664386	0.342324	-0.272682	0.372772	-0.10856	-0.569959	0.247369	0.383577	-0.0217963	0.114871	0.398711	0.402507	0.00610405	0.437774	-0.75348	0.489828	-1.10252	-0.111455	0.0354309	-0.289335	-0.562284	-0.0451125	0.335508	-0.130165	-0.130228	0.879892	-1.20905	-0.0205025	-0.714144	0.596425	-0.547796	0.202801	0.624057	-0.396175	1.15439	0.477311	0.402045	-1.28105	0.329144	0.529638	0.265159	-0.619443	0.0267443	0.561626	0.621741	-0.128927	-0.263719	-0.823893	-0.436837	0.728835	0.244279	0.318821	1.28956	-0.803575	0.641873	0.280648	-1.06105	-0.400068	0.596381	0.155432	-0.682035	0.795215	-0.944967	-0.905201	-0.0809503	-0.499561	0.756095	0.814339	-0.356614	0.814997	-0.31829	-0.282537	0.774611	-0.284276	0.126669	0.353439	-1.11929	-0.205101	0.0592792	0.41683	-0.784944	0.0310718	-0.449088	-0.419452	-0.746511	0.0893336	0.497217
3	105887359	105887360	NA	ENSBTAG00000019698	NA	0.0264913	-0.392402	0.304523	0.0267036	-0.697953	1.29753	0.881524	0.361389	-0.179272	-1.03269	0.0812583	0.546946	-0.318857	-0.28738	0.393308	0.550113	0.274929	-0.873977	0.122342	0.0978883	-0.532373	-0.0222958	-0.735608	-0.2481	0.199543	0.574438	-0.210695	0.0528447	-0.607931	0.874512	0.620526	-0.640148	-0.467424	0.989452	-0.161781	0.11741	-0.259861	-0.130684	1.16569	-1.07609	-0.181099	-0.174111	0.582677	-0.321551	1.09105	0.166863	-0.0919593	-2.33718	-0.53583	-0.706439	0.388109	0.970765	0.408835	0.585932	0.0802465	-0.439422	0.210053	0.510585	-0.876568	0.362924	0.122655	-0.142789	-0.357595	0.19639	-1.63085	0.556	-0.851914	-0.0730454	0.986595	0.513143	1.5478	-0.776875	0.919014	-0.404266	-0.0428009	0.184862	0.253596	0.369869	-0.979667	0.166291	-0.634844	0.871385	-0.816212	0.206271	0.254616	-0.601012	-0.431988	-0.311465	-0.140016	-0.658743	0.0177678	0.0486468	-0.803983	0.256916	-0.31808	0.700708	-1.00394	-1.29455	0.37758	0.172136	0.360117	1.16583	1.43294	-0.0409261	0.480422	-2.11998	-0.540653	0.808215	0.477899	0.76843	0.499627	-0.137104	-1.29899	0.583357	0.162208	-0.546468	-0.711051	0.58477	1.11497	0.795203	-0.144743	0.116194	-0.635608
3	105974324	105974325	NA	ENSBTAG00000019695	NA	-0.100276	0.642671	-0.243428	-0.342707	-0.532949	-0.432456	0.242538	-0.49662	0.170766	0.10389	0.447639	-0.134836	-0.252855	0.253538	-0.402781	-0.0390693	0.315591	-0.283175	0.149829	-0.42556	0.721191	0.603512	-0.432502	0.0915829	-0.232947	-0.11252	0.433169	-0.158382	-0.0614767	-0.199119	-0.00357383	0.216875	-0.663178	0.0469497	0.894798	-0.117834	0.526752	-0.150434	0.151393	0.467064	0.625588	-0.0165169	0.0464173	0.268521	-0.0188169	0.492945	0.133759	-0.0402598	-0.0400303	0.246698	0.489035	-0.0318029	-0.7618	-0.339227	-0.476308	0.173651	-0.957202	-0.464179	0.680219	0.281434	-0.417339	-0.331295	-0.204557	-0.152826	-0.350917	-0.187665	-0.655379	-0.109053	0.458648	-0.147949	0.625927	0.132088	-0.00847816	0.180519	-0.06497	0.0422762	-0.0285192	0.227667	0.254463	0.0449206	0.330045	0.335885	0.564828	-0.945227	-0.188457	0.570107	0.292363	-0.128863	0.384422	-0.359199	-0.174557	0.245163	-0.886315	-0.902298	0.127127	0.220974	-0.0536391	0.132689	-0.182141	0.354294	0.592229	0.531521	0.22351	-0.10535	0.138648	-0.364275	-0.340902	0.0666228	0.156829	-0.0643314	-0.0632985	0.418844	-1.2552	0.370448	0.798061	-0.33787	0.454514	-0.1981	-0.0810782	-1.3325	0.611296	-0.393563	0.175997
